Nacionalidad;Sexo;Año;Total
Serbia y Montenegro (Antigua Yugoslavia);Ambos sexos;2016;0
Serbia y Montenegro (Antigua Yugoslavia);Ambos sexos;2015;0
Serbia y Montenegro (Antigua Yugoslavia);Ambos sexos;2014;0
Serbia y Montenegro (Antigua Yugoslavia);Ambos sexos;2013;0
Serbia y Montenegro (Antigua Yugoslavia);Ambos sexos;2012;0
Serbia y Montenegro (Antigua Yugoslavia);Ambos sexos;2011;0
Serbia y Montenegro (Antigua Yugoslavia);Ambos sexos;2010;0
Serbia y Montenegro (Antigua Yugoslavia);Ambos sexos;2009;0
Serbia y Montenegro (Antigua Yugoslavia);Ambos sexos;2008;0
Serbia y Montenegro (Antigua Yugoslavia);Ambos sexos;2007;3.113
Serbia y Montenegro (Antigua Yugoslavia);Ambos sexos;2006;3.474
Serbia y Montenegro (Antigua Yugoslavia);Ambos sexos;2005;3.759
Serbia y Montenegro (Antigua Yugoslavia);Ambos sexos;2004;3.384
Serbia y Montenegro (Antigua Yugoslavia);Ambos sexos;2003;3.821
Serbia y Montenegro (Antigua Yugoslavia);Ambos sexos;2002;3.507
Serbia y Montenegro (Antigua Yugoslavia);Ambos sexos;2001;3.071
Serbia y Montenegro (Antigua Yugoslavia);Ambos sexos;2000;2.609
Serbia y Montenegro (Antigua Yugoslavia);Ambos sexos;1999;1.739
Serbia y Montenegro (Antigua Yugoslavia);Ambos sexos;1998;1.395
Serbia y Montenegro (Antigua Yugoslavia);Hombres;2022;0
Serbia y Montenegro (Antigua Yugoslavia);Hombres;2021;0
Serbia y Montenegro (Antigua Yugoslavia);Hombres;2020;0
Serbia y Montenegro (Antigua Yugoslavia);Hombres;2019;0
Serbia y Montenegro (Antigua Yugoslavia);Hombres;2018;0
Serbia y Montenegro (Antigua Yugoslavia);Hombres;2017;0
Serbia y Montenegro (Antigua Yugoslavia);Hombres;2016;0
Serbia y Montenegro (Antigua Yugoslavia);Hombres;2015;0
Serbia y Montenegro (Antigua Yugoslavia);Hombres;2014;0
Serbia y Montenegro (Antigua Yugoslavia);Hombres;2013;0
Serbia y Montenegro (Antigua Yugoslavia);Hombres;2012;0
Serbia y Montenegro (Antigua Yugoslavia);Hombres;2011;0
Serbia y Montenegro (Antigua Yugoslavia);Hombres;2010;0
Serbia y Montenegro (Antigua Yugoslavia);Hombres;2009;0
Serbia y Montenegro (Antigua Yugoslavia);Hombres;2008;0
Serbia y Montenegro (Antigua Yugoslavia);Hombres;2007;1.661
Serbia y Montenegro (Antigua Yugoslavia);Hombres;2006;1.862
Serbia y Montenegro (Antigua Yugoslavia);Hombres;2005;2.008
Serbia y Montenegro (Antigua Yugoslavia);Hombres;2004;1.781
Serbia y Montenegro (Antigua Yugoslavia);Hombres;2003;1.999
Serbia y Montenegro (Antigua Yugoslavia);Hombres;2002;1.824
Serbia y Montenegro (Antigua Yugoslavia);Hombres;2001;1.574
Serbia y Montenegro (Antigua Yugoslavia);Hombres;2000;1.310
Serbia y Montenegro (Antigua Yugoslavia);Hombres;1999;874
Serbia y Montenegro (Antigua Yugoslavia);Hombres;1998;711
Serbia y Montenegro (Antigua Yugoslavia);Mujeres;2022;0
Serbia y Montenegro (Antigua Yugoslavia);Mujeres;2021;0
Serbia y Montenegro (Antigua Yugoslavia);Mujeres;2020;0
Serbia y Montenegro (Antigua Yugoslavia);Mujeres;2019;0
Serbia y Montenegro (Antigua Yugoslavia);Mujeres;2018;0
Serbia y Montenegro (Antigua Yugoslavia);Mujeres;2017;0
Serbia y Montenegro (Antigua Yugoslavia);Mujeres;2016;0
Serbia y Montenegro (Antigua Yugoslavia);Mujeres;2015;0
Serbia y Montenegro (Antigua Yugoslavia);Mujeres;2014;0
Serbia y Montenegro (Antigua Yugoslavia);Mujeres;2013;0
Serbia y Montenegro (Antigua Yugoslavia);Mujeres;2012;0
Serbia y Montenegro (Antigua Yugoslavia);Mujeres;2011;0
Serbia y Montenegro (Antigua Yugoslavia);Mujeres;2010;0
Serbia y Montenegro (Antigua Yugoslavia);Mujeres;2009;0
Serbia y Montenegro (Antigua Yugoslavia);Mujeres;2008;0
Serbia y Montenegro (Antigua Yugoslavia);Mujeres;2007;1.452
Serbia y Montenegro (Antigua Yugoslavia);Mujeres;2006;1.612
Serbia y Montenegro (Antigua Yugoslavia);Mujeres;2005;1.751
Serbia y Montenegro (Antigua Yugoslavia);Mujeres;2004;1.603
Serbia y Montenegro (Antigua Yugoslavia);Mujeres;2003;1.822
Serbia y Montenegro (Antigua Yugoslavia);Mujeres;2002;1.683
Serbia y Montenegro (Antigua Yugoslavia);Mujeres;2001;1.496
Serbia y Montenegro (Antigua Yugoslavia);Mujeres;2000;1.299
Serbia y Montenegro (Antigua Yugoslavia);Mujeres;1999;865
Serbia y Montenegro (Antigua Yugoslavia);Mujeres;1998;684
Serbia;Ambos sexos;2022;3.943
Serbia;Ambos sexos;2021;3.852
Serbia;Ambos sexos;2020;3.902
Serbia;Ambos sexos;2019;3.607
Serbia;Ambos sexos;2018;3.478
Serbia;Ambos sexos;2017;3.374
Serbia;Ambos sexos;2016;3.184
Serbia;Ambos sexos;2015;3.120
Serbia;Ambos sexos;2014;3.157
Serbia;Ambos sexos;2013;3.293
Serbia;Ambos sexos;2012;3.331
Serbia;Ambos sexos;2011;3.201
Serbia;Ambos sexos;2010;2.996
Serbia;Ambos sexos;2009;2.952
Serbia;Ambos sexos;2008;3.123
Serbia;Ambos sexos;2007;0
Serbia;Ambos sexos;2006;0
Serbia;Ambos sexos;2005;0
Serbia;Ambos sexos;2004;0
Serbia;Ambos sexos;2003;0
Serbia;Ambos sexos;2002;0
Serbia;Ambos sexos;2001;0
Serbia;Ambos sexos;2000;0
Serbia;Ambos sexos;1999;0
Serbia;Ambos sexos;1998;0
Serbia;Hombres;2022;2.027
Serbia;Hombres;2021;1.945
Serbia;Hombres;2020;1.979
Serbia;Hombres;2019;1.824
Serbia;Hombres;2018;1.763
Serbia;Hombres;2017;1.695
Serbia;Hombres;2016;1.592
Serbia;Hombres;2015;1.572
Serbia;Hombres;2014;1.603
Serbia;Hombres;2013;1.681
Serbia;Hombres;2012;1.721
Serbia;Hombres;2011;1.652
Serbia;Hombres;2010;1.558
Serbia;Hombres;2009;1.570
Serbia;Hombres;2008;1.673
Serbia;Hombres;2007;0
Serbia;Hombres;2006;0
Serbia;Hombres;2005;0
Serbia;Hombres;2004;0
Serbia;Hombres;2003;0
Serbia;Hombres;2002;0
Serbia;Hombres;2001;0
Serbia;Hombres;2000;0
Serbia;Hombres;1999;0
Serbia;Hombres;1998;0
Serbia;Mujeres;2022;1.916
Serbia;Mujeres;2021;1.907
Serbia;Mujeres;2020;1.923
Serbia;Mujeres;2019;1.783
Serbia;Mujeres;2018;1.715
Serbia;Mujeres;2017;1.679
Serbia;Mujeres;2016;1.592
Serbia;Mujeres;2015;1.548
Serbia;Mujeres;2014;1.554
Serbia;Mujeres;2013;1.612
Serbia;Mujeres;2012;1.610
Serbia;Mujeres;2011;1.549
Serbia;Mujeres;2010;1.438
Serbia;Mujeres;2009;1.382
Serbia;Mujeres;2008;1.450
Serbia;Mujeres;2007;0
Serbia;Mujeres;2006;0
Serbia;Mujeres;2005;0
Serbia;Mujeres;2004;0
Serbia;Mujeres;2003;0
Serbia;Mujeres;2002;0
Serbia;Mujeres;2001;0
Serbia;Mujeres;2000;0
Serbia;Mujeres;1999;0
Serbia;Mujeres;1998;0
Suiza;Ambos sexos;2022;13.866
Suiza;Ambos sexos;2021;13.058
Suiza;Ambos sexos;2020;13.080
Suiza;Ambos sexos;2019;12.738
Suiza;Ambos sexos;2018;12.455
Suiza;Ambos sexos;2017;12.148
Suiza;Ambos sexos;2016;12.653
Suiza;Ambos sexos;2015;13.338
Suiza;Ambos sexos;2014;14.134
Suiza;Ambos sexos;2013;17.301
Suiza;Ambos sexos;2012;18.325
Suiza;Ambos sexos;2011;18.350
Suiza;Ambos sexos;2010;18.299
Suiza;Ambos sexos;2009;17.936
Suiza;Ambos sexos;2008;17.450
Suiza;Ambos sexos;2007;16.361
Suiza;Ambos sexos;2006;15.385
Suiza;Ambos sexos;2005;14.638
Suiza;Ambos sexos;2004;13.528
Suiza;Ambos sexos;2003;15.611
Suiza;Ambos sexos;2002;14.407
Suiza;Ambos sexos;2001;13.387
Suiza;Ambos sexos;2000;13.344
Suiza;Ambos sexos;1999;12.842
Suiza;Ambos sexos;1998;10.741
Suiza;Hombres;2022;6.497
Suiza;Hombres;2021;6.128
Suiza;Hombres;2020;6.135
Suiza;Hombres;2019;5.975
Suiza;Hombres;2018;5.876
Suiza;Hombres;2017;5.720
Suiza;Hombres;2016;5.983
Suiza;Hombres;2015;6.315
Suiza;Hombres;2014;6.748
Suiza;Hombres;2013;8.303
Suiza;Hombres;2012;8.862
Suiza;Hombres;2011;8.872
Suiza;Hombres;2010;8.870
Suiza;Hombres;2009;8.752
Suiza;Hombres;2008;8.548
Suiza;Hombres;2007;8.031
Suiza;Hombres;2006;7.548
Suiza;Hombres;2005;7.193
Suiza;Hombres;2004;6.643
Suiza;Hombres;2003;7.616
Suiza;Hombres;2002;7.017
Suiza;Hombres;2001;6.500
Suiza;Hombres;2000;6.455
Suiza;Hombres;1999;6.240
Suiza;Hombres;1998;5.189
Suiza;Mujeres;2022;7.369
Suiza;Mujeres;2021;6.930
Suiza;Mujeres;2020;6.945
Suiza;Mujeres;2019;6.763
Suiza;Mujeres;2018;6.579
Suiza;Mujeres;2017;6.428
Suiza;Mujeres;2016;6.670
Suiza;Mujeres;2015;7.023
Suiza;Mujeres;2014;7.386
Suiza;Mujeres;2013;8.998
Suiza;Mujeres;2012;9.463
Suiza;Mujeres;2011;9.478
Suiza;Mujeres;2010;9.429
Suiza;Mujeres;2009;9.184
Suiza;Mujeres;2008;8.902
Suiza;Mujeres;2007;8.330
Suiza;Mujeres;2006;7.837
Suiza;Mujeres;2005;7.445
Suiza;Mujeres;2004;6.885
Suiza;Mujeres;2003;7.995
Suiza;Mujeres;2002;7.389
Suiza;Mujeres;2001;6.886
Suiza;Mujeres;2000;6.889
Suiza;Mujeres;1999;6.602
Suiza;Mujeres;1998;5.552
Turquía;Ambos sexos;2022;5.542
Turquía;Ambos sexos;2021;5.299
Turquía;Ambos sexos;2020;5.516
Turquía;Ambos sexos;2019;5.003
Turquía;Ambos sexos;2018;4.399
Turquía;Ambos sexos;2017;3.832
Turquía;Ambos sexos;2016;3.414
Turquía;Ambos sexos;2015;3.214
Turquía;Ambos sexos;2014;3.239
Turquía;Ambos sexos;2013;3.215
Turquía;Ambos sexos;2012;3.044
Turquía;Ambos sexos;2011;2.729
Turquía;Ambos sexos;2010;2.640
Turquía;Ambos sexos;2009;2.400
Turquía;Ambos sexos;2008;2.086
Turquía;Ambos sexos;2007;1.758
Turquía;Ambos sexos;2006;1.656
Turquía;Ambos sexos;2005;1.483
Turquía;Ambos sexos;2004;1.145
Turquía;Ambos sexos;2003;1.067
Turquía;Ambos sexos;2002;883
Turquía;Ambos sexos;2001;727
Turquía;Ambos sexos;2000;527
Turquía;Ambos sexos;1999;444
Turquía;Ambos sexos;1998;416
Turquía;Hombres;2022;3.030
Turquía;Hombres;2021;2.924
Turquía;Hombres;2020;3.070
Turquía;Hombres;2019;2.830
Turquía;Hombres;2018;2.550
Turquía;Hombres;2017;2.239
Turquía;Hombres;2016;2.032
Turquía;Hombres;2015;1.960
Turquía;Hombres;2014;1.975
Turquía;Hombres;2013;1.963
Turquía;Hombres;2012;1.898
Turquía;Hombres;2011;1.734
Turquía;Hombres;2010;1.682
Turquía;Hombres;2009;1.589
Turquía;Hombres;2008;1.395
Turquía;Hombres;2007;1.176
Turquía;Hombres;2006;1.150
Turquía;Hombres;2005;1.022
Turquía;Hombres;2004;787
Turquía;Hombres;2003;733
Turquía;Hombres;2002;598
Turquía;Hombres;2001;504
Turquía;Hombres;2000;372
Turquía;Hombres;1999;305
Turquía;Hombres;1998;280
Turquía;Mujeres;2022;2.512
Turquía;Mujeres;2021;2.375
Turquía;Mujeres;2020;2.446
Turquía;Mujeres;2019;2.173
Turquía;Mujeres;2018;1.849
Turquía;Mujeres;2017;1.593
Turquía;Mujeres;2016;1.382
Turquía;Mujeres;2015;1.254
Turquía;Mujeres;2014;1.264
Turquía;Mujeres;2013;1.252
Turquía;Mujeres;2012;1.146
Turquía;Mujeres;2011;995
Turquía;Mujeres;2010;958
Turquía;Mujeres;2009;811
Turquía;Mujeres;2008;691
Turquía;Mujeres;2007;582
Turquía;Mujeres;2006;506
Turquía;Mujeres;2005;461
Turquía;Mujeres;2004;358
Turquía;Mujeres;2003;334
Turquía;Mujeres;2002;285
Turquía;Mujeres;2001;223
Turquía;Mujeres;2000;155
Turquía;Mujeres;1999;139
Turquía;Mujeres;1998;136
Ucrania;Ambos sexos;2022;111.443
Ucrania;Ambos sexos;2021;112.034
Ucrania;Ambos sexos;2020;115.186
Ucrania;Ambos sexos;2019;111.726
Ucrania;Ambos sexos;2018;106.987
Ucrania;Ambos sexos;2017;103.072
Ucrania;Ambos sexos;2016;99.060
Ucrania;Ambos sexos;2015;91.004
Ucrania;Ambos sexos;2014;88.594
Ucrania;Ambos sexos;2013;89.351
Ucrania;Ambos sexos;2012;88.966
Ucrania;Ambos sexos;2011;86.316
Ucrania;Ambos sexos;2010;83.313
Ucrania;Ambos sexos;2009;82.265
Ucrania;Ambos sexos;2008;79.096
Ucrania;Ambos sexos;2007;69.983
Ucrania;Ambos sexos;2006;69.893
Ucrania;Ambos sexos;2005;65.667
Ucrania;Ambos sexos;2004;52.748
Ucrania;Ambos sexos;2003;42.098
Ucrania;Ambos sexos;2002;26.278
Ucrania;Ambos sexos;2001;10.318
Ucrania;Ambos sexos;2000;1.646
Ucrania;Ambos sexos;1999;722
Ucrania;Ambos sexos;1998;462
Ucrania;Hombres;2022;47.172
Ucrania;Hombres;2021;47.635
Ucrania;Hombres;2020;49.142
Ucrania;Hombres;2019;47.726
Ucrania;Hombres;2018;45.668
Ucrania;Hombres;2017;44.157
Ucrania;Hombres;2016;42.670
Ucrania;Hombres;2015;38.943
Ucrania;Hombres;2014;38.008
Ucrania;Hombres;2013;38.685
Ucrania;Hombres;2012;39.114
Ucrania;Hombres;2011;38.642
Ucrania;Hombres;2010;38.348
Ucrania;Hombres;2009;38.889
Ucrania;Hombres;2008;38.288
Ucrania;Hombres;2007;34.141
Ucrania;Hombres;2006;34.765
Ucrania;Hombres;2005;33.023
Ucrania;Hombres;2004;26.808
Ucrania;Hombres;2003;21.758
Ucrania;Hombres;2002;13.937
Ucrania;Hombres;2001;5.403
Ucrania;Hombres;2000;718
Ucrania;Hombres;1999;278
Ucrania;Hombres;1998;188
Ucrania;Mujeres;2022;64.271
Ucrania;Mujeres;2021;64.399
Ucrania;Mujeres;2020;66.044
Ucrania;Mujeres;2019;64.000
Ucrania;Mujeres;2018;61.319
Ucrania;Mujeres;2017;58.915
Ucrania;Mujeres;2016;56.390
Ucrania;Mujeres;2015;52.061
Ucrania;Mujeres;2014;50.586
Ucrania;Mujeres;2013;50.666
Ucrania;Mujeres;2012;49.852
Ucrania;Mujeres;2011;47.674
Ucrania;Mujeres;2010;44.965
Ucrania;Mujeres;2009;43.376
Ucrania;Mujeres;2008;40.808
Ucrania;Mujeres;2007;35.842
Ucrania;Mujeres;2006;35.128
Ucrania;Mujeres;2005;32.644
Ucrania;Mujeres;2004;25.940
Ucrania;Mujeres;2003;20.340
Ucrania;Mujeres;2002;12.341
Ucrania;Mujeres;2001;4.914
Ucrania;Mujeres;2000;928
Ucrania;Mujeres;1999;445
Ucrania;Mujeres;1998;274
Resto de Nacionalidades Europeas;Ambos sexos;2022;490
Resto de Nacionalidades Europeas;Ambos sexos;2021;467
Resto de Nacionalidades Europeas;Ambos sexos;2020;448
Resto de Nacionalidades Europeas;Ambos sexos;2019;403
Resto de Nacionalidades Europeas;Ambos sexos;2018;353
Resto de Nacionalidades Europeas;Ambos sexos;2017;325
Resto de Nacionalidades Europeas;Ambos sexos;2016;277
Resto de Nacionalidades Europeas;Ambos sexos;2015;260
Resto de Nacionalidades Europeas;Ambos sexos;2014;222
Resto de Nacionalidades Europeas;Ambos sexos;2013;232
Resto de Nacionalidades Europeas;Ambos sexos;2012;236
Resto de Nacionalidades Europeas;Ambos sexos;2011;212
Resto de Nacionalidades Europeas;Ambos sexos;2010;192
Resto de Nacionalidades Europeas;Ambos sexos;2009;187
Resto de Nacionalidades Europeas;Ambos sexos;2008;136
Resto de Nacionalidades Europeas;Ambos sexos;2007;66
Resto de Nacionalidades Europeas;Ambos sexos;2006;83
Resto de Nacionalidades Europeas;Ambos sexos;2005;164
Resto de Nacionalidades Europeas;Ambos sexos;2004;161
Resto de Nacionalidades Europeas;Ambos sexos;2003;193
Resto de Nacionalidades Europeas;Ambos sexos;2002;204
Resto de Nacionalidades Europeas;Ambos sexos;2001;184
Resto de Nacionalidades Europeas;Ambos sexos;2000;227
Resto de Nacionalidades Europeas;Ambos sexos;1999;223
Resto de Nacionalidades Europeas;Ambos sexos;1998;285
Resto de Nacionalidades Europeas;Hombres;2022;264
Resto de Nacionalidades Europeas;Hombres;2021;268
Resto de Nacionalidades Europeas;Hombres;2020;250
Resto de Nacionalidades Europeas;Hombres;2019;217
Resto de Nacionalidades Europeas;Hombres;2018;204
Resto de Nacionalidades Europeas;Hombres;2017;179
Resto de Nacionalidades Europeas;Hombres;2016;149
Resto de Nacionalidades Europeas;Hombres;2015;153
Resto de Nacionalidades Europeas;Hombres;2014;137
Resto de Nacionalidades Europeas;Hombres;2013;142
Resto de Nacionalidades Europeas;Hombres;2012;140
Resto de Nacionalidades Europeas;Hombres;2011;123
Resto de Nacionalidades Europeas;Hombres;2010;112
Resto de Nacionalidades Europeas;Hombres;2009;103
Resto de Nacionalidades Europeas;Hombres;2008;76
Resto de Nacionalidades Europeas;Hombres;2007;38
Resto de Nacionalidades Europeas;Hombres;2006;49
Resto de Nacionalidades Europeas;Hombres;2005;102
Resto de Nacionalidades Europeas;Hombres;2004;92
Resto de Nacionalidades Europeas;Hombres;2003;105
Resto de Nacionalidades Europeas;Hombres;2002;115
Resto de Nacionalidades Europeas;Hombres;2001;104
Resto de Nacionalidades Europeas;Hombres;2000;123
Resto de Nacionalidades Europeas;Hombres;1999;131
Resto de Nacionalidades Europeas;Hombres;1998;160
Resto de Nacionalidades Europeas;Mujeres;2022;226
Resto de Nacionalidades Europeas;Mujeres;2021;199
Resto de Nacionalidades Europeas;Mujeres;2020;198
Resto de Nacionalidades Europeas;Mujeres;2019;186
Resto de Nacionalidades Europeas;Mujeres;2018;149
Resto de Nacionalidades Europeas;Mujeres;2017;146
Resto de Nacionalidades Europeas;Mujeres;2016;128
Resto de Nacionalidades Europeas;Mujeres;2015;107
Resto de Nacionalidades Europeas;Mujeres;2014;85
Resto de Nacionalidades Europeas;Mujeres;2013;90
Resto de Nacionalidades Europeas;Mujeres;2012;96
Resto de Nacionalidades Europeas;Mujeres;2011;89
Resto de Nacionalidades Europeas;Mujeres;2010;80
Resto de Nacionalidades Europeas;Mujeres;2009;84
Resto de Nacionalidades Europeas;Mujeres;2008;60
Resto de Nacionalidades Europeas;Mujeres;2007;28
Resto de Nacionalidades Europeas;Mujeres;2006;34
Resto de Nacionalidades Europeas;Mujeres;2005;62
Resto de Nacionalidades Europeas;Mujeres;2004;69
Resto de Nacionalidades Europeas;Mujeres;2003;88
Resto de Nacionalidades Europeas;Mujeres;2002;89
Resto de Nacionalidades Europeas;Mujeres;2001;80
Resto de Nacionalidades Europeas;Mujeres;2000;104
Resto de Nacionalidades Europeas;Mujeres;1999;91
Resto de Nacionalidades Europeas;Mujeres;1998;125
ÁFRICA;Ambos sexos;2022;1.217.706
ÁFRICA;Ambos sexos;2021;1.198.573
ÁFRICA;Ambos sexos;2020;1.193.407
ÁFRICA;Ambos sexos;2019;1.122.409
ÁFRICA;Ambos sexos;2018;1.066.029
ÁFRICA;Ambos sexos;2017;1.039.973
ÁFRICA;Ambos sexos;2016;1.048.129
ÁFRICA;Ambos sexos;2015;1.043.237
ÁFRICA;Ambos sexos;2014;1.076.164
ÁFRICA;Ambos sexos;2013;1.103.534
ÁFRICA;Ambos sexos;2012;1.102.329
ÁFRICA;Ambos sexos;2011;1.084.793
ÁFRICA;Ambos sexos;2010;1.059.369
ÁFRICA;Ambos sexos;2009;1.009.169
ÁFRICA;Ambos sexos;2008;909.757
ÁFRICA;Ambos sexos;2007;806.795
ÁFRICA;Ambos sexos;2006;785.279
ÁFRICA;Ambos sexos;2005;713.974
ÁFRICA;Ambos sexos;2004;579.372
ÁFRICA;Ambos sexos;2003;522.682
ÁFRICA;Ambos sexos;2002;423.043
ÁFRICA;Ambos sexos;2001;317.241
ÁFRICA;Ambos sexos;2000;228.972
ÁFRICA;Ambos sexos;1999;174.402
ÁFRICA;Ambos sexos;1998;147.876
ÁFRICA;Hombres;2022;728.528
ÁFRICA;Hombres;2021;714.386
ÁFRICA;Hombres;2020;711.905
ÁFRICA;Hombres;2019;665.610
ÁFRICA;Hombres;2018;630.643
ÁFRICA;Hombres;2017;617.141
ÁFRICA;Hombres;2016;626.041
ÁFRICA;Hombres;2015;626.775
ÁFRICA;Hombres;2014;651.057
ÁFRICA;Hombres;2013;675.305
ÁFRICA;Hombres;2012;684.157
ÁFRICA;Hombres;2011;681.785
ÁFRICA;Hombres;2010;673.829
ÁFRICA;Hombres;2009;655.198
ÁFRICA;Hombres;2008;600.065
ÁFRICA;Hombres;2007;537.741
ÁFRICA;Hombres;2006;533.780
ÁFRICA;Hombres;2005;486.871
ÁFRICA;Hombres;2004;390.936
ÁFRICA;Hombres;2003;357.134
ÁFRICA;Hombres;2002;287.838
ÁFRICA;Hombres;2001;211.280
ÁFRICA;Hombres;2000;146.733
ÁFRICA;Hombres;1999;111.544
ÁFRICA;Hombres;1998;95.037
ÁFRICA;Mujeres;2022;489.178
ÁFRICA;Mujeres;2021;484.187
ÁFRICA;Mujeres;2020;481.502
ÁFRICA;Mujeres;2019;456.799
ÁFRICA;Mujeres;2018;435.386
ÁFRICA;Mujeres;2017;422.832
ÁFRICA;Mujeres;2016;422.088
ÁFRICA;Mujeres;2015;416.462
ÁFRICA;Mujeres;2014;425.107
ÁFRICA;Mujeres;2013;428.229
ÁFRICA;Mujeres;2012;418.172
ÁFRICA;Mujeres;2011;403.008
ÁFRICA;Mujeres;2010;385.540
ÁFRICA;Mujeres;2009;353.971
ÁFRICA;Mujeres;2008;309.692
ÁFRICA;Mujeres;2007;269.054
ÁFRICA;Mujeres;2006;251.499
ÁFRICA;Mujeres;2005;227.103
ÁFRICA;Mujeres;2004;188.436
ÁFRICA;Mujeres;2003;165.548
ÁFRICA;Mujeres;2002;135.202
ÁFRICA;Mujeres;2001;105.959
ÁFRICA;Mujeres;2000;82.236
ÁFRICA;Mujeres;1999;62.855
ÁFRICA;Mujeres;1998;52.836
Angola;Ambos sexos;2022;1.519
Angola;Ambos sexos;2021;1.590
Angola;Ambos sexos;2020;1.616
Angola;Ambos sexos;2019;1.571
Angola;Ambos sexos;2018;1.585
Angola;Ambos sexos;2017;1.601
Angola;Ambos sexos;2016;1.634
Angola;Ambos sexos;2015;1.718
Angola;Ambos sexos;2014;1.828
Angola;Ambos sexos;2013;1.944
Angola;Ambos sexos;2012;1.989
Angola;Ambos sexos;2011;2.068
Angola;Ambos sexos;2010;2.183
Angola;Ambos sexos;2009;2.251
Angola;Ambos sexos;2008;2.244
Angola;Ambos sexos;2007;2.114
Angola;Ambos sexos;2006;2.340
Angola;Ambos sexos;2005;2.513
Angola;Ambos sexos;2004;2.234
Angola;Ambos sexos;2003;2.257
Angola;Ambos sexos;2002;1.976
Angola;Ambos sexos;2001;1.694
Angola;Ambos sexos;2000;1.368
Angola;Ambos sexos;1999;1.094
Angola;Ambos sexos;1998;1.040
Angola;Hombres;2022;764
Angola;Hombres;2021;808
Angola;Hombres;2020;824
Angola;Hombres;2019;811
Angola;Hombres;2018;831
Angola;Hombres;2017;854
Angola;Hombres;2016;885
Angola;Hombres;2015;959
Angola;Hombres;2014;1.002
Angola;Hombres;2013;1.056
Angola;Hombres;2012;1.087
Angola;Hombres;2011;1.130
Angola;Hombres;2010;1.221
Angola;Hombres;2009;1.292
Angola;Hombres;2008;1.298
Angola;Hombres;2007;1.220
Angola;Hombres;2006;1.337
Angola;Hombres;2005;1.462
Angola;Hombres;2004;1.302
Angola;Hombres;2003;1.339
Angola;Hombres;2002;1.193
Angola;Hombres;2001;1.035
Angola;Hombres;2000;832
Angola;Hombres;1999;673
Angola;Hombres;1998;631
Angola;Mujeres;2022;755
Angola;Mujeres;2021;782
Angola;Mujeres;2020;792
Angola;Mujeres;2019;760
Angola;Mujeres;2018;754
Angola;Mujeres;2017;747
Angola;Mujeres;2016;749
Angola;Mujeres;2015;759
Angola;Mujeres;2014;826
Angola;Mujeres;2013;888
Angola;Mujeres;2012;902
Angola;Mujeres;2011;938
Angola;Mujeres;2010;962
Angola;Mujeres;2009;959
Angola;Mujeres;2008;946
Angola;Mujeres;2007;894
Angola;Mujeres;2006;1.003
Angola;Mujeres;2005;1.051
Angola;Mujeres;2004;932
Angola;Mujeres;2003;918
Angola;Mujeres;2002;783
Angola;Mujeres;2001;659
Angola;Mujeres;2000;536
Angola;Mujeres;1999;421
Angola;Mujeres;1998;409
Argelia;Ambos sexos;2022;63.964
Argelia;Ambos sexos;2021;64.954
Argelia;Ambos sexos;2020;66.893
Argelia;Ambos sexos;2019;63.182
Argelia;Ambos sexos;2018;60.942
Argelia;Ambos sexos;2017;60.465
Argelia;Ambos sexos;2016;62.173
Argelia;Ambos sexos;2015;62.398
Argelia;Ambos sexos;2014;63.525
Argelia;Ambos sexos;2013;64.038
Argelia;Ambos sexos;2012;62.912
Argelia;Ambos sexos;2011;60.912
Argelia;Ambos sexos;2010;58.743
Argelia;Ambos sexos;2009;56.201
Argelia;Ambos sexos;2008;51.922
Argelia;Ambos sexos;2007;45.813
Argelia;Ambos sexos;2006;47.079
Argelia;Ambos sexos;2005;46.278
Argelia;Ambos sexos;2004;39.425
Argelia;Ambos sexos;2003;36.301
Argelia;Ambos sexos;2002;28.921
Argelia;Ambos sexos;2001;18.265
Argelia;Ambos sexos;2000;10.759
Argelia;Ambos sexos;1999;7.637
Argelia;Ambos sexos;1998;5.924
Argelia;Hombres;2022;40.551
Argelia;Hombres;2021;40.771
Argelia;Hombres;2020;41.652
Argelia;Hombres;2019;39.081
Argelia;Hombres;2018;37.648
Argelia;Hombres;2017;37.572
Argelia;Hombres;2016;39.086
Argelia;Hombres;2015;39.511
Argelia;Hombres;2014;40.592
Argelia;Hombres;2013;41.696
Argelia;Hombres;2012;41.794
Argelia;Hombres;2011;41.212
Argelia;Hombres;2010;40.304
Argelia;Hombres;2009;39.463
Argelia;Hombres;2008;37.046
Argelia;Hombres;2007;33.378
Argelia;Hombres;2006;35.320
Argelia;Hombres;2005;35.133
Argelia;Hombres;2004;30.293
Argelia;Hombres;2003;28.450
Argelia;Hombres;2002;23.064
Argelia;Hombres;2001;14.240
Argelia;Hombres;2000;7.922
Argelia;Hombres;1999;5.694
Argelia;Hombres;1998;4.544
Argelia;Mujeres;2022;23.413
Argelia;Mujeres;2021;24.183
Argelia;Mujeres;2020;25.241
Argelia;Mujeres;2019;24.101
Argelia;Mujeres;2018;23.294
Argelia;Mujeres;2017;22.893
Argelia;Mujeres;2016;23.087
Argelia;Mujeres;2015;22.887
Argelia;Mujeres;2014;22.933
Argelia;Mujeres;2013;22.342
Argelia;Mujeres;2012;21.118
Argelia;Mujeres;2011;19.700
Argelia;Mujeres;2010;18.439
Argelia;Mujeres;2009;16.738
Argelia;Mujeres;2008;14.876
Argelia;Mujeres;2007;12.435
