Sex;Nationality;Five-year age group;Periodo;Total
Both sexes;Colombia;From 15 to 19 years  ;2013;1.155
Both sexes;Colombia;From 15 to 19 years  ;2012;1.392
Both sexes;Colombia;From 15 to 19 years  ;2011;1.785
Both sexes;Colombia;From 15 to 19 years  ;2010;1.760
Both sexes;Colombia;From 15 to 19 years  ;2009;2.594
Both sexes;Colombia;From 15 to 19 years  ;2008;4.280
Both sexes;Colombia;From 20 to 24 years;2021;4.462
Both sexes;Colombia;From 20 to 24 years;2020;6.627
Both sexes;Colombia;From 20 to 24 years;2019;9.656
Both sexes;Colombia;From 20 to 24 years;2018;6.755
Both sexes;Colombia;From 20 to 24 years;2017;4.476
Both sexes;Colombia;From 20 to 24 years;2016;2.928
Both sexes;Colombia;From 20 to 24 years;2015;1.273
Both sexes;Colombia;From 20 to 24 years;2014;1.114
Both sexes;Colombia;From 20 to 24 years;2013;1.074
Both sexes;Colombia;From 20 to 24 years;2012;1.248
Both sexes;Colombia;From 20 to 24 years;2011;1.486
Both sexes;Colombia;From 20 to 24 years;2010;1.544
Both sexes;Colombia;From 20 to 24 years;2009;2.182
Both sexes;Colombia;From 20 to 24 years;2008;4.413
Both sexes;Colombia;From 25 to 29 years  ;2021;6.155
Both sexes;Colombia;From 25 to 29 years  ;2020;8.201
Both sexes;Colombia;From 25 to 29 years  ;2019;12.137
Both sexes;Colombia;From 25 to 29 years  ;2018;8.643
Both sexes;Colombia;From 25 to 29 years  ;2017;5.702
Both sexes;Colombia;From 25 to 29 years  ;2016;3.672
Both sexes;Colombia;From 25 to 29 years  ;2015;1.702
Both sexes;Colombia;From 25 to 29 years  ;2014;1.386
Both sexes;Colombia;From 25 to 29 years  ;2013;1.435
Both sexes;Colombia;From 25 to 29 years  ;2012;1.649
Both sexes;Colombia;From 25 to 29 years  ;2011;2.268
Both sexes;Colombia;From 25 to 29 years  ;2010;2.317
Both sexes;Colombia;From 25 to 29 years  ;2009;3.179
Both sexes;Colombia;From 25 to 29 years  ;2008;5.961
Both sexes;Colombia;From 30 to 34 years old;2021;5.089
Both sexes;Colombia;From 30 to 34 years old;2020;6.716
Both sexes;Colombia;From 30 to 34 years old;2019;10.292
Both sexes;Colombia;From 30 to 34 years old;2018;7.131
Both sexes;Colombia;From 30 to 34 years old;2017;4.443
Both sexes;Colombia;From 30 to 34 years old;2016;2.870
Both sexes;Colombia;From 30 to 34 years old;2015;1.056
Both sexes;Colombia;From 30 to 34 years old;2014;953
Both sexes;Colombia;From 30 to 34 years old;2013;960
Both sexes;Colombia;From 30 to 34 years old;2012;1.143
Both sexes;Colombia;From 30 to 34 years old;2011;1.478
Both sexes;Colombia;From 30 to 34 years old;2010;1.644
Both sexes;Colombia;From 30 to 34 years old;2009;2.404
Both sexes;Colombia;From 30 to 34 years old;2008;4.383
Both sexes;Colombia;From 35 to 39 years old;2021;4.063
Both sexes;Colombia;From 35 to 39 years old;2020;5.563
Both sexes;Colombia;From 35 to 39 years old;2019;8.409
Both sexes;Colombia;From 35 to 39 years old;2018;5.908
Both sexes;Colombia;From 35 to 39 years old;2017;3.492
Both sexes;Colombia;From 35 to 39 years old;2016;1.957
Both sexes;Colombia;From 35 to 39 years old;2015;768
Both sexes;Colombia;From 35 to 39 years old;2014;627
Both sexes;Colombia;From 35 to 39 years old;2013;632
Both sexes;Colombia;From 35 to 39 years old;2012;681
Both sexes;Colombia;From 35 to 39 years old;2011;884
Both sexes;Colombia;From 35 to 39 years old;2010;1.067
Both sexes;Colombia;From 35 to 39 years old;2009;1.662
Both sexes;Colombia;From 35 to 39 years old;2008;3.532
Both sexes;Colombia;From 40 to 44 years  ;2021;3.250
Both sexes;Colombia;From 40 to 44 years  ;2020;4.407
Both sexes;Colombia;From 40 to 44 years  ;2019;6.396
Both sexes;Colombia;From 40 to 44 years  ;2018;4.059
Both sexes;Colombia;From 40 to 44 years  ;2017;2.418
Both sexes;Colombia;From 40 to 44 years  ;2016;1.438
Both sexes;Colombia;From 40 to 44 years  ;2015;501
Both sexes;Colombia;From 40 to 44 years  ;2014;450
Both sexes;Colombia;From 40 to 44 years  ;2013;462
Both sexes;Colombia;From 40 to 44 years  ;2012;496
Both sexes;Colombia;From 40 to 44 years  ;2011;645
Both sexes;Colombia;From 40 to 44 years  ;2010;768
Both sexes;Colombia;From 40 to 44 years  ;2009;1.319
Both sexes;Colombia;From 40 to 44 years  ;2008;2.884
Both sexes;Colombia;From 45 to 49 years old;2021;2.355
Both sexes;Colombia;From 45 to 49 years old;2020;3.298
Both sexes;Colombia;From 45 to 49 years old;2019;4.953
Both sexes;Colombia;From 45 to 49 years old;2018;3.367
Both sexes;Colombia;From 45 to 49 years old;2017;1.987
Both sexes;Colombia;From 45 to 49 years old;2016;1.197
Both sexes;Colombia;From 45 to 49 years old;2015;442
Both sexes;Colombia;From 45 to 49 years old;2014;355
Both sexes;Colombia;From 45 to 49 years old;2013;356
Both sexes;Colombia;From 45 to 49 years old;2012;386
Both sexes;Colombia;From 45 to 49 years old;2011;475
Both sexes;Colombia;From 45 to 49 years old;2010;573
Both sexes;Colombia;From 45 to 49 years old;2009;847
Both sexes;Colombia;From 45 to 49 years old;2008;1.830
Both sexes;Colombia;From 50 to 54 years old;2021;2.059
Both sexes;Colombia;From 50 to 54 years old;2020;2.466
Both sexes;Colombia;From 50 to 54 years old;2019;3.679
Both sexes;Colombia;From 50 to 54 years old;2018;2.649
Both sexes;Colombia;From 50 to 54 years old;2017;1.561
Both sexes;Colombia;From 50 to 54 years old;2016;987
Both sexes;Colombia;From 50 to 54 years old;2015;369
Both sexes;Colombia;From 50 to 54 years old;2014;306
Both sexes;Colombia;From 50 to 54 years old;2013;274
Both sexes;Colombia;From 50 to 54 years old;2012;286
Both sexes;Colombia;From 50 to 54 years old;2011;392
Both sexes;Colombia;From 50 to 54 years old;2010;336
Both sexes;Colombia;From 50 to 54 years old;2009;540
Both sexes;Colombia;From 50 to 54 years old;2008;1.002
Both sexes;Colombia;From 55 to 59 years old;2021;1.504
Both sexes;Colombia;From 55 to 59 years old;2020;1.491
Both sexes;Colombia;From 55 to 59 years old;2019;2.272
Both sexes;Colombia;From 55 to 59 years old;2018;1.548
Both sexes;Colombia;From 55 to 59 years old;2017;1.027
Both sexes;Colombia;From 55 to 59 years old;2016;747
Both sexes;Colombia;From 55 to 59 years old;2015;334
Both sexes;Colombia;From 55 to 59 years old;2014;271
Both sexes;Colombia;From 55 to 59 years old;2013;264
Both sexes;Colombia;From 55 to 59 years old;2012;262
Both sexes;Colombia;From 55 to 59 years old;2011;325
Both sexes;Colombia;From 55 to 59 years old;2010;212
Both sexes;Colombia;From 55 to 59 years old;2009;340
Both sexes;Colombia;From 55 to 59 years old;2008;465
Both sexes;Colombia;From 60 to 64 years old;2021;924
Both sexes;Colombia;From 60 to 64 years old;2020;771
Both sexes;Colombia;From 60 to 64 years old;2019;1.285
Both sexes;Colombia;From 60 to 64 years old;2018;957
Both sexes;Colombia;From 60 to 64 years old;2017;709
Both sexes;Colombia;From 60 to 64 years old;2016;617
Both sexes;Colombia;From 60 to 64 years old;2015;316
Both sexes;Colombia;From 60 to 64 years old;2014;266
Both sexes;Colombia;From 60 to 64 years old;2013;245
Both sexes;Colombia;From 60 to 64 years old;2012;262
Both sexes;Colombia;From 60 to 64 years old;2011;326
Both sexes;Colombia;From 60 to 64 years old;2010;167
Both sexes;Colombia;From 60 to 64 years old;2009;193
Both sexes;Colombia;From 60 to 64 years old;2008;295
Both sexes;Colombia;From 65 to 69 years old;2021;661
Both sexes;Colombia;From 65 to 69 years old;2020;499
Both sexes;Colombia;From 65 to 69 years old;2019;772
Both sexes;Colombia;From 65 to 69 years old;2018;609
Both sexes;Colombia;From 65 to 69 years old;2017;504
Both sexes;Colombia;From 65 to 69 years old;2016;503
Both sexes;Colombia;From 65 to 69 years old;2015;220
Both sexes;Colombia;From 65 to 69 years old;2014;181
Both sexes;Colombia;From 65 to 69 years old;2013;197
Both sexes;Colombia;From 65 to 69 years old;2012;216
Both sexes;Colombia;From 65 to 69 years old;2011;268
Both sexes;Colombia;From 65 to 69 years old;2010;136
Both sexes;Colombia;From 65 to 69 years old;2009;171
Both sexes;Colombia;From 65 to 69 years old;2008;190
Both sexes;Colombia;From 70 to 74 years  ;2021;392
Both sexes;Colombia;From 70 to 74 years  ;2020;251
Both sexes;Colombia;From 70 to 74 years  ;2019;485
Both sexes;Colombia;From 70 to 74 years  ;2018;416
Both sexes;Colombia;From 70 to 74 years  ;2017;338
Both sexes;Colombia;From 70 to 74 years  ;2016;279
Both sexes;Colombia;From 70 to 74 years  ;2015;143
Both sexes;Colombia;From 70 to 74 years  ;2014;93
Both sexes;Colombia;From 70 to 74 years  ;2013;119
Both sexes;Colombia;From 70 to 74 years  ;2012;146
Both sexes;Colombia;From 70 to 74 years  ;2011;173
Both sexes;Colombia;From 70 to 74 years  ;2010;77
Both sexes;Colombia;From 70 to 74 years  ;2009;109
Both sexes;Colombia;From 70 to 74 years  ;2008;134
Both sexes;Colombia;From 75 to 79 years  ;2021;225
Both sexes;Colombia;From 75 to 79 years  ;2020;154
Both sexes;Colombia;From 75 to 79 years  ;2019;305
Both sexes;Colombia;From 75 to 79 years  ;2018;236
Both sexes;Colombia;From 75 to 79 years  ;2017;202
Both sexes;Colombia;From 75 to 79 years  ;2016;244
Both sexes;Colombia;From 75 to 79 years  ;2015;91
Both sexes;Colombia;From 75 to 79 years  ;2014;61
Both sexes;Colombia;From 75 to 79 years  ;2013;58
Both sexes;Colombia;From 75 to 79 years  ;2012;60
Both sexes;Colombia;From 75 to 79 years  ;2011;78
Both sexes;Colombia;From 75 to 79 years  ;2010;31
Both sexes;Colombia;From 75 to 79 years  ;2009;47
Both sexes;Colombia;From 75 to 79 years  ;2008;61
Both sexes;Colombia;From 80 to 84 years  ;2021;127
Both sexes;Colombia;From 80 to 84 years  ;2020;80
Both sexes;Colombia;From 80 to 84 years  ;2019;174
Both sexes;Colombia;From 80 to 84 years  ;2018;124
Both sexes;Colombia;From 80 to 84 years  ;2017;127
Both sexes;Colombia;From 80 to 84 years  ;2016;97
Both sexes;Colombia;From 80 to 84 years  ;2015;32
Both sexes;Colombia;From 80 to 84 years  ;2014;25
Both sexes;Colombia;From 80 to 84 years  ;2013;41
Both sexes;Colombia;From 80 to 84 years  ;2012;16
Both sexes;Colombia;From 80 to 84 years  ;2011;30
Both sexes;Colombia;From 80 to 84 years  ;2010;18
Both sexes;Colombia;From 80 to 84 years  ;2009;23
Both sexes;Colombia;From 80 to 84 years  ;2008;23
Both sexes;Colombia;From 85 to 89 years  ;2021;60
Both sexes;Colombia;From 85 to 89 years  ;2020;30
Both sexes;Colombia;From 85 to 89 years  ;2019;72
Both sexes;Colombia;From 85 to 89 years  ;2018;68
Both sexes;Colombia;From 85 to 89 years  ;2017;55
Both sexes;Colombia;From 85 to 89 years  ;2016;40
Both sexes;Colombia;From 85 to 89 years  ;2015;16
Both sexes;Colombia;From 85 to 89 years  ;2014;10
Both sexes;Colombia;From 85 to 89 years  ;2013;11
Both sexes;Colombia;From 85 to 89 years  ;2012;6
Both sexes;Colombia;From 85 to 89 years  ;2011;12
Both sexes;Colombia;From 85 to 89 years  ;2010;1
Both sexes;Colombia;From 85 to 89 years  ;2009;1
Both sexes;Colombia;From 85 to 89 years  ;2008;5
Both sexes;Colombia;90 years old and over;2021;15
Both sexes;Colombia;90 years old and over;2020;9
Both sexes;Colombia;90 years old and over;2019;18
Both sexes;Colombia;90 years old and over;2018;13
Both sexes;Colombia;90 years old and over;2017;4
Both sexes;Colombia;90 years old and over;2016;8
Both sexes;Colombia;90 years old and over;2015;6
Both sexes;Colombia;90 years old and over;2014;3
Both sexes;Colombia;90 years old and over;2013;5
Both sexes;Colombia;90 years old and over;2012;5
Both sexes;Colombia;90 years old and over;2011;4
Both sexes;Colombia;90 years old and over;2010;2
Both sexes;Colombia;90 years old and over;2009;1
Both sexes;Colombia;90 years old and over;2008;3
Both sexes;Chile;Total;2021;4.188
Both sexes;Chile;Total;2020;2.710
Both sexes;Chile;Total;2019;4.378
Both sexes;Chile;Total;2018;3.794
Both sexes;Chile;Total;2017;3.412
Both sexes;Chile;Total;2016;2.705
Both sexes;Chile;Total;2015;2.122
Both sexes;Chile;Total;2014;1.885
Both sexes;Chile;Total;2013;1.647
Both sexes;Chile;Total;2012;2.005
Both sexes;Chile;Total;2011;2.669
Both sexes;Chile;Total;2010;2.757
Both sexes;Chile;Total;2009;3.060
Both sexes;Chile;Total;2008;5.197
Both sexes;Chile;From 0 to 4 years old;2021;288
Both sexes;Chile;From 0 to 4 years old;2020;206
Both sexes;Chile;From 0 to 4 years old;2019;299
Both sexes;Chile;From 0 to 4 years old;2018;253
Both sexes;Chile;From 0 to 4 years old;2017;214
Both sexes;Chile;From 0 to 4 years old;2016;169
Both sexes;Chile;From 0 to 4 years old;2015;133
Both sexes;Chile;From 0 to 4 years old;2014;97
Both sexes;Chile;From 0 to 4 years old;2013;96
Both sexes;Chile;From 0 to 4 years old;2012;100
Both sexes;Chile;From 0 to 4 years old;2011;114
Both sexes;Chile;From 0 to 4 years old;2010;134
Both sexes;Chile;From 0 to 4 years old;2009;134
Both sexes;Chile;From 0 to 4 years old;2008;245
Both sexes;Chile;From 5 to 9 years    ;2021;152
Both sexes;Chile;From 5 to 9 years    ;2020;124
Both sexes;Chile;From 5 to 9 years    ;2019;184
Both sexes;Chile;From 5 to 9 years    ;2018;151
Both sexes;Chile;From 5 to 9 years    ;2017;145
Both sexes;Chile;From 5 to 9 years    ;2016;110
Both sexes;Chile;From 5 to 9 years    ;2015;86
Both sexes;Chile;From 5 to 9 years    ;2014;86
Both sexes;Chile;From 5 to 9 years    ;2013;63
Both sexes;Chile;From 5 to 9 years    ;2012;81
Both sexes;Chile;From 5 to 9 years    ;2011;99
Both sexes;Chile;From 5 to 9 years    ;2010;135
Both sexes;Chile;From 5 to 9 years    ;2009;162
Both sexes;Chile;From 5 to 9 years    ;2008;317
Both sexes;Chile;From 10 to 14 years  ;2021;128
Both sexes;Chile;From 10 to 14 years  ;2020;119
Both sexes;Chile;From 10 to 14 years  ;2019;154
Both sexes;Chile;From 10 to 14 years  ;2018;128
Both sexes;Chile;From 10 to 14 years  ;2017;111
Both sexes;Chile;From 10 to 14 years  ;2016;108
Both sexes;Chile;From 10 to 14 years  ;2015;75
Both sexes;Chile;From 10 to 14 years  ;2014;85
Both sexes;Chile;From 10 to 14 years  ;2013;62
Both sexes;Chile;From 10 to 14 years  ;2012;114
Both sexes;Chile;From 10 to 14 years  ;2011;145
Both sexes;Chile;From 10 to 14 years  ;2010;132
Both sexes;Chile;From 10 to 14 years  ;2009;205
Both sexes;Chile;From 10 to 14 years  ;2008;277
Both sexes;Chile;From 15 to 19 years  ;2021;162
Both sexes;Chile;From 15 to 19 years  ;2020;129
Both sexes;Chile;From 15 to 19 years  ;2019;163
Both sexes;Chile;From 15 to 19 years  ;2018;178
Both sexes;Chile;From 15 to 19 years  ;2017;150
Both sexes;Chile;From 15 to 19 years  ;2016;133
Both sexes;Chile;From 15 to 19 years  ;2015;87
Both sexes;Chile;From 15 to 19 years  ;2014;108
Both sexes;Chile;From 15 to 19 years  ;2013;111
Both sexes;Chile;From 15 to 19 years  ;2012;101
Both sexes;Chile;From 15 to 19 years  ;2011;144
Both sexes;Chile;From 15 to 19 years  ;2010;176
Both sexes;Chile;From 15 to 19 years  ;2009;174
Both sexes;Chile;From 15 to 19 years  ;2008;337
Both sexes;Chile;From 20 to 24 years;2021;366
Both sexes;Chile;From 20 to 24 years;2020;221
Both sexes;Chile;From 20 to 24 years;2019;333
Both sexes;Chile;From 20 to 24 years;2018;301
Both sexes;Chile;From 20 to 24 years;2017;276
Both sexes;Chile;From 20 to 24 years;2016;208
Both sexes;Chile;From 20 to 24 years;2015;187
Both sexes;Chile;From 20 to 24 years;2014;187
Both sexes;Chile;From 20 to 24 years;2013;152
Both sexes;Chile;From 20 to 24 years;2012;211
Both sexes;Chile;From 20 to 24 years;2011;234
Both sexes;Chile;From 20 to 24 years;2010;258
Both sexes;Chile;From 20 to 24 years;2009;317
Both sexes;Chile;From 20 to 24 years;2008;631
Both sexes;Chile;From 25 to 29 years  ;2021;811
Both sexes;Chile;From 25 to 29 years  ;2020;495
Both sexes;Chile;From 25 to 29 years  ;2019;858
Both sexes;Chile;From 25 to 29 years  ;2018;784
Both sexes;Chile;From 25 to 29 years  ;2017;717
Both sexes;Chile;From 25 to 29 years  ;2016;537
Both sexes;Chile;From 25 to 29 years  ;2015;424
Both sexes;Chile;From 25 to 29 years  ;2014;367
Both sexes;Chile;From 25 to 29 years  ;2013;341
Both sexes;Chile;From 25 to 29 years  ;2012;404
Both sexes;Chile;From 25 to 29 years  ;2011;553
Both sexes;Chile;From 25 to 29 years  ;2010;575
Both sexes;Chile;From 25 to 29 years  ;2009;594
Both sexes;Chile;From 25 to 29 years  ;2008;1.019
Both sexes;Chile;From 30 to 34 years old;2021;818
Both sexes;Chile;From 30 to 34 years old;2020;492
Both sexes;Chile;From 30 to 34 years old;2019;870
Both sexes;Chile;From 30 to 34 years old;2018;708
Both sexes;Chile;From 30 to 34 years old;2017;650
Both sexes;Chile;From 30 to 34 years old;2016;493
Both sexes;Chile;From 30 to 34 years old;2015;415
Both sexes;Chile;From 30 to 34 years old;2014;338
Both sexes;Chile;From 30 to 34 years old;2013;285
Both sexes;Chile;From 30 to 34 years old;2012;332
Both sexes;Chile;From 30 to 34 years old;2011;466
Both sexes;Chile;From 30 to 34 years old;2010;448
Both sexes;Chile;From 30 to 34 years old;2009;470
Both sexes;Chile;From 30 to 34 years old;2008;703
Both sexes;Chile;From 35 to 39 years old;2021;487
Both sexes;Chile;From 35 to 39 years old;2020;322
Both sexes;Chile;From 35 to 39 years old;2019;509
Both sexes;Chile;From 35 to 39 years old;2018;404
Both sexes;Chile;From 35 to 39 years old;2017;369
Both sexes;Chile;From 35 to 39 years old;2016;288
Both sexes;Chile;From 35 to 39 years old;2015;200
Both sexes;Chile;From 35 to 39 years old;2014;185
Both sexes;Chile;From 35 to 39 years old;2013;146
Both sexes;Chile;From 35 to 39 years old;2012;191
Both sexes;Chile;From 35 to 39 years old;2011;247
Both sexes;Chile;From 35 to 39 years old;2010;266
Both sexes;Chile;From 35 to 39 years old;2009;274
Both sexes;Chile;From 35 to 39 years old;2008;508
Both sexes;Chile;From 40 to 44 years  ;2021;268
Both sexes;Chile;From 40 to 44 years  ;2020;187
Both sexes;Chile;From 40 to 44 years  ;2019;278
Both sexes;Chile;From 40 to 44 years  ;2018;240
Both sexes;Chile;From 40 to 44 years  ;2017;228
Both sexes;Chile;From 40 to 44 years  ;2016;172
Both sexes;Chile;From 40 to 44 years  ;2015;139
Both sexes;Chile;From 40 to 44 years  ;2014;108
Both sexes;Chile;From 40 to 44 years  ;2013;90
Both sexes;Chile;From 40 to 44 years  ;2012;121
Both sexes;Chile;From 40 to 44 years  ;2011;158
Both sexes;Chile;From 40 to 44 years  ;2010;173
Both sexes;Chile;From 40 to 44 years  ;2009;209
Both sexes;Chile;From 40 to 44 years  ;2008;382
Both sexes;Chile;From 45 to 49 years old;2021;192
Both sexes;Chile;From 45 to 49 years old;2020;139
Both sexes;Chile;From 45 to 49 years old;2019;201
Both sexes;Chile;From 45 to 49 years old;2018;179
Both sexes;Chile;From 45 to 49 years old;2017;134
Both sexes;Chile;From 45 to 49 years old;2016;123
Both sexes;Chile;From 45 to 49 years old;2015;80
Both sexes;Chile;From 45 to 49 years old;2014;75
Both sexes;Chile;From 45 to 49 years old;2013;58
Both sexes;Chile;From 45 to 49 years old;2012;83
Both sexes;Chile;From 45 to 49 years old;2011;118
Both sexes;Chile;From 45 to 49 years old;2010;127
Both sexes;Chile;From 45 to 49 years old;2009;171
Both sexes;Chile;From 45 to 49 years old;2008;256
Both sexes;Chile;From 50 to 54 years old;2021;130
Both sexes;Chile;From 50 to 54 years old;2020;83
Both sexes;Chile;From 50 to 54 years old;2019;150
Both sexes;Chile;From 50 to 54 years old;2018;125
Both sexes;Chile;From 50 to 54 years old;2017;104
Both sexes;Chile;From 50 to 54 years old;2016;94
Both sexes;Chile;From 50 to 54 years old;2015;69
Both sexes;Chile;From 50 to 54 years old;2014;65
Both sexes;Chile;From 50 to 54 years old;2013;76
Both sexes;Chile;From 50 to 54 years old;2012;88
Both sexes;Chile;From 50 to 54 years old;2011;110
Both sexes;Chile;From 50 to 54 years old;2010;90
Both sexes;Chile;From 50 to 54 years old;2009;122
Both sexes;Chile;From 50 to 54 years old;2008;216
Both sexes;Chile;From 55 to 59 years old;2021;109
Both sexes;Chile;From 55 to 59 years old;2020;46
Both sexes;Chile;From 55 to 59 years old;2019;125
Both sexes;Chile;From 55 to 59 years old;2018;95
Both sexes;Chile;From 55 to 59 years old;2017;93
Both sexes;Chile;From 55 to 59 years old;2016;81
Both sexes;Chile;From 55 to 59 years old;2015;67
Both sexes;Chile;From 55 to 59 years old;2014;47
Both sexes;Chile;From 55 to 59 years old;2013;48
Both sexes;Chile;From 55 to 59 years old;2012;64
Both sexes;Chile;From 55 to 59 years old;2011;97
Both sexes;Chile;From 55 to 59 years old;2010;69
Both sexes;Chile;From 55 to 59 years old;2009;83
Both sexes;Chile;From 55 to 59 years old;2008;107
Both sexes;Chile;From 60 to 64 years old;2021;107
Both sexes;Chile;From 60 to 64 years old;2020;56
